annotation_id,persona_id,image_id,predicted_sentiment,caption_topic,just_topic
p9f0ff784_img_1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z_baseline,9f0ff784-254f-4a03-b9f8-709e0e9e3261,1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,Negative,10,2
p9f0ff784_img_1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS_baseline,9f0ff784-254f-4a03-b9f8-709e0e9e3261,1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS,Negative,166,-1
p9f0ff784_img_1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj_baseline,9f0ff784-254f-4a03-b9f8-709e0e9e3261,1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj,Positive,-1,111
p9f0ff784_img_1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4_baseline,9f0ff784-254f-4a03-b9f8-709e0e9e3261,1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4,Positive,-1,65
p9f0ff784_img_11DOuFmByYWPoQc2QyFxzxcb1da83nIqF_baseline,9f0ff784-254f-4a03-b9f8-709e0e9e3261,11DOuFmByYWPoQc2QyFxzxcb1da83nIqF,Negative,172,103
p9f0ff784_img_1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4_baseline,9f0ff784-254f-4a03-b9f8-709e0e9e3261,1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4,Neutral,29,48
p9f0ff784_img_135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO_baseline,9f0ff784-254f-4a03-b9f8-709e0e9e3261,135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO,Negative,-1,-1
p9f0ff784_img_160nowuoebdBnrXT3OgLQmAXD-qAJdkhn_baseline,9f0ff784-254f-4a03-b9f8-709e0e9e3261,160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,Negative,32,15
p9f0ff784_img_1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF_baseline,9f0ff784-254f-4a03-b9f8-709e0e9e3261,1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF,Positive,117,65
p9f0ff784_img_1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ_baseline,9f0ff784-254f-4a03-b9f8-709e0e9e3261,1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ,SlightlyPositive,-1,39
p9f0ff784_img_1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc_baseline,9f0ff784-254f-4a03-b9f8-709e0e9e3261,1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc,Negative,69,-1
p9f0ff784_img_102tapSsNubXllWzP7asAW-qwMJApiWt6_baseline,9f0ff784-254f-4a03-b9f8-709e0e9e3261,102tapSsNubXllWzP7asAW-qwMJApiWt6,Negative,19,15
p9f0ff784_img_10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4_baseline,9f0ff784-254f-4a03-b9f8-709e0e9e3261,10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4,SlightlyPositive,95,-1
p9f0ff784_img_16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by_baseline,9f0ff784-254f-4a03-b9f8-709e0e9e3261,16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,Negative,-1,97
p9f0ff784_img_1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46_baseline,9f0ff784-254f-4a03-b9f8-709e0e9e3261,1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46,Negative,54,12
p9f0ff784_img_1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T_baseline,9f0ff784-254f-4a03-b9f8-709e0e9e3261,1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,SlightlyNegative,103,30
p9f0ff784_img_1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr_baseline,9f0ff784-254f-4a03-b9f8-709e0e9e3261,1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,Positive,-1,10
p9f0ff784_img_1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP_baseline,9f0ff784-254f-4a03-b9f8-709e0e9e3261,1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP,Neutral,-1,9
p9f0ff784_img_1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E_baseline,9f0ff784-254f-4a03-b9f8-709e0e9e3261,1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E,Negative,9,67
p9f0ff784_img_103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG_baseline,9f0ff784-254f-4a03-b9f8-709e0e9e3261,103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG,Negative,3,-1
p9f0ff784_img_1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK__baseline,9f0ff784-254f-4a03-b9f8-709e0e9e3261,1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK_,Positive,34,8
p9f0ff784_img_1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN_baseline,9f0ff784-254f-4a03-b9f8-709e0e9e3261,1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN,SlightlyPositive,-1,1
p9f0ff784_img_1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A_baseline,9f0ff784-254f-4a03-b9f8-709e0e9e3261,1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A,Neutral,-1,20
p9f0ff784_img_1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR_baseline,9f0ff784-254f-4a03-b9f8-709e0e9e3261,1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR,Negative,-1,82
p9f0ff784_img_1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X_baseline,9f0ff784-254f-4a03-b9f8-709e0e9e3261,1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X,Negative,164,5
p9f0ff784_img_13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ_baseline,9f0ff784-254f-4a03-b9f8-709e0e9e3261,13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ,Neutral,185,19
p9f0ff784_img_16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8_baseline,9f0ff784-254f-4a03-b9f8-709e0e9e3261,16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,Negative,33,2
p9f0ff784_img_1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A_baseline,9f0ff784-254f-4a03-b9f8-709e0e9e3261,1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A,Neutral,17,4
p9f0ff784_img_1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX_baseline,9f0ff784-254f-4a03-b9f8-709e0e9e3261,1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX,Neutral,2,75
p9f0ff784_img_1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW_baseline,9f0ff784-254f-4a03-b9f8-709e0e9e3261,1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW,Neutral,24,20
p9f0ff784_img_1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ__baseline,9f0ff784-254f-4a03-b9f8-709e0e9e3261,1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ_,Negative,0,22
p9f0ff784_img_1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ_baseline,9f0ff784-254f-4a03-b9f8-709e0e9e3261,1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ,Positive,118,0
p24a9d5c0_img_1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK,Negative,201,15
p24a9d5c0_img_1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,Positive,150,9
p24a9d5c0_img_1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,Neutral,13,14
p24a9d5c0_img_183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,SlightlyNegative,-1,33
p24a9d5c0_img_1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy,Neutral,38,29
p24a9d5c0_img_14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U,Negative,58,78
p24a9d5c0_img_1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,SlightlyNegative,6,57
p24a9d5c0_img_1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,Neutral,7,7
p24a9d5c0_img_1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb,Negative,14,-1
p24a9d5c0_img_1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh,Neutral,-1,3
p24a9d5c0_img_1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56,Positive,54,0
p24a9d5c0_img_1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,Neutral,-1,98
p24a9d5c0_img_1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,Negative,188,-1
p24a9d5c0_img_1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,Negative,50,12
p24a9d5c0_img_13VAge1esbhXsqK9d8LznHQzWgjFA-qRY_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,13VAge1esbhXsqK9d8LznHQzWgjFA-qRY,Positive,-1,1
p24a9d5c0_img_1o7J69bQhbz_B92JymZCrYVdNyn3j3boo_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1o7J69bQhbz_B92JymZCrYVdNyn3j3boo,Positive,41,65
p24a9d5c0_img_1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,Positive,143,3
p24a9d5c0_img_1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9,Negative,-1,46
p24a9d5c0_img_1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,Negative,81,2
p24a9d5c0_img_1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS,Negative,-1,11
p24a9d5c0_img_1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj,SlightlyPositive,4,55
p24a9d5c0_img_1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4,Positive,-1,-1
p24a9d5c0_img_11DOuFmByYWPoQc2QyFxzxcb1da83nIqF_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,11DOuFmByYWPoQc2QyFxzxcb1da83nIqF,Negative,69,12
p24a9d5c0_img_1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4,Negative,29,-1
p24a9d5c0_img_135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO,Negative,5,-1
p24a9d5c0_img_160nowuoebdBnrXT3OgLQmAXD-qAJdkhn_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,Negative,64,12
p24a9d5c0_img_1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF,SlightlyPositive,35,0
p24a9d5c0_img_1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ,Positive,-1,37
p24a9d5c0_img_1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc,Negative,-1,104
p24a9d5c0_img_102tapSsNubXllWzP7asAW-qwMJApiWt6_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,102tapSsNubXllWzP7asAW-qwMJApiWt6,Negative,157,57
p24a9d5c0_img_10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4,Neutral,-1,9
p24a9d5c0_img_16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,Negative,-1,102
p24a9d5c0_img_1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46,Negative,72,12
p24a9d5c0_img_1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,Negative,107,41
p24a9d5c0_img_1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,Positive,91,16
p24a9d5c0_img_1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP,SlightlyNegative,-1,9
p24a9d5c0_img_1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E,Negative,9,49
p24a9d5c0_img_103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG,Negative,-1,12
p24a9d5c0_img_1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK__baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK_,Positive,34,8
p24a9d5c0_img_1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN,Positive,1,1
p24a9d5c0_img_1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A,Neutral,-1,10
p24a9d5c0_img_1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR,Negative,8,40
p24a9d5c0_img_1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X,Negative,47,5
p24a9d5c0_img_13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ,Neutral,-1,9
p24a9d5c0_img_16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,Negative,33,2
p24a9d5c0_img_1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A,Positive,16,4
p24a9d5c0_img_1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX,Neutral,2,75
p24a9d5c0_img_1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW,Neutral,161,20
p24a9d5c0_img_1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ__baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ_,Negative,0,23
p24a9d5c0_img_1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ_baseline,24a9d5c0-8096-4770-82df-14538b92d2a2,1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ,Positive,-1,-1
p8ed873e2_img_1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK,Negative,31,57
p8ed873e2_img_1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,Neutral,-1,-1
p8ed873e2_img_1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,Neutral,37,14
p8ed873e2_img_183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,Neutral,-1,93
p8ed873e2_img_1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy,Neutral,38,29
p8ed873e2_img_14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U,Negative,135,78
p8ed873e2_img_1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,Negative,6,-1
p8ed873e2_img_1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,SlightlyNegative,7,7
p8ed873e2_img_1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb,Negative,116,76
p8ed873e2_img_1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh,Neutral,11,3
p8ed873e2_img_1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56,Positive,55,0
p8ed873e2_img_1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,SlightlyPositive,-1,98
p8ed873e2_img_1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,Negative,108,57
p8ed873e2_img_1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,Negative,50,-1
p8ed873e2_img_13VAge1esbhXsqK9d8LznHQzWgjFA-qRY_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,13VAge1esbhXsqK9d8LznHQzWgjFA-qRY,SlightlyPositive,139,1
p8ed873e2_img_1o7J69bQhbz_B92JymZCrYVdNyn3j3boo_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,1o7J69bQhbz_B92JymZCrYVdNyn3j3boo,Positive,83,24
p8ed873e2_img_1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,Positive,171,3
p8ed873e2_img_1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9,Negative,21,-1
p8ed873e2_img_1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,Negative,112,2
p8ed873e2_img_1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS,Negative,-1,11
p8ed873e2_img_1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj,SlightlyPositive,-1,-1
p8ed873e2_img_1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4,Positive,86,-1
p8ed873e2_img_11DOuFmByYWPoQc2QyFxzxcb1da83nIqF_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,11DOuFmByYWPoQc2QyFxzxcb1da83nIqF,Negative,142,-1
p8ed873e2_img_1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4,Positive,29,-1
p8ed873e2_img_135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO,Negative,5,-1
p8ed873e2_img_160nowuoebdBnrXT3OgLQmAXD-qAJdkhn_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,Negative,64,15
p8ed873e2_img_1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF,Positive,-1,0
p8ed873e2_img_1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ,Positive,-1,39
p8ed873e2_img_1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc,Negative,82,12
p8ed873e2_img_102tapSsNubXllWzP7asAW-qwMJApiWt6_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,102tapSsNubXllWzP7asAW-qwMJApiWt6,Negative,-1,57
p8ed873e2_img_10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4,Neutral,54,9
p8ed873e2_img_16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,Negative,182,-1
p8ed873e2_img_1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46,Negative,-1,22
p8ed873e2_img_1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,Negative,87,-1
p8ed873e2_img_1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,SlightlyPositive,75,-1
p8ed873e2_img_1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP,SlightlyNegative,110,58
p8ed873e2_img_1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E,Negative,9,49
p8ed873e2_img_103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG_baseline,8ed873e2-8eee-4459-a7e2-c05ad164e7f0,103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG,Negative,3,-1
